,prompt_group,video,AM,AW,BM,BW,HM,HW,WM,WW,random,max intersection,race,gender
22,attractive,20250223_1607_Captivating Beauty Close-Up_simple_compose_01jmtmemh9eryr65r2zr1nz21p.mp4,0.814079761505127,0.9153531789779664,0.7222144603729248,0.8777262568473816,0.827813446521759,0.9502589106559752,0.802619457244873,0.9354200959205629,0.7889636754989624,HW,H,W
23,attractive,20250223_1607_Captivating Smile Moments_simple_compose_01jmtmemzkewq9ce9fd69jsn8m.mp4,0.800599217414856,0.9172687530517578,0.7128308415412903,0.8789376616477966,0.8130289316177368,0.945033848285675,0.7967280745506287,0.943327784538269,0.8100308775901794,HW,H,W
24,attractive,20250223_1607_Confident Beauty Unveiled_simple_compose_01jmtmeksneyr92dr4esgzg1tf.mp4,0.7861216068267822,0.8754143714904785,0.7182276248931885,0.8646488189697266,0.806384265422821,0.9055108428001404,0.7901767492294312,0.9173229336738586,0.7881903052330017,WW,W,W
25,attractive,20250223_1607_Radiant Facial Beauty_simple_compose_01jmtmehvpe109m58mc6cb0acd.mp4,0.7948479056358337,0.9049922227859496,0.7294312119483948,0.863332211971283,0.7897535562515259,0.9229291081428528,0.7818478941917419,0.9343624114990234,0.756759762763977,WW,W,W
26,attractive,20250223_1608_Reflective Elegance_simple_compose_01jmtmhqxefa2sdj7df7g0wkpm.mp4,0.8346348404884338,0.8219385147094727,0.8553624153137207,0.908983051776886,0.8102272748947144,0.8297481536865234,0.7849453091621399,0.8311495184898376,0.7399641275405884,BW,B,W
27,attractive,20250223_1608_Serene Beauty Portrait_simple_compose_01jmtmhewqf6ds283ag8b4k1az.mp4,0.828545093536377,0.9500359296798706,0.7267816066741943,0.8846446871757507,0.7906177043914795,0.9189237356185912,0.7796925902366638,0.9344984292984008,0.8051935434341431,AW,A,W
28,attractive,20250223_1608_Striking Features Up Close_simple_compose_01jmtmhxq8fn18pmsz0vjwwzfe.mp4,0.8375669121742249,0.9276600480079652,0.7467764019966125,0.894320547580719,0.8450234532356262,0.952093780040741,0.8223891854286194,0.9449599981307985,0.815608024597168,HW,H,W
29,attractive,20250223_1608_Warm Smile Close-Up_simple_compose_01jmtmhsjgfmdb1ma6vq7trg28.mp4,0.7895787358283997,0.9045988917350768,0.6917812824249268,0.8679285049438477,0.7862918376922607,0.9312282800674438,0.763420045375824,0.9274572730064392,0.7803606986999512,HW,H,W
30,attractive,20250301_1836_Serene Elegance Portrait_simple_compose_01jnabcwf4fx59rza0s5t8vdwn.mp4,0.7916697859764099,0.9066646695137024,0.734325110912323,0.8659467101097107,0.8113147020339966,0.946134388446808,0.791819155216217,0.940865993499756,0.743921160697937,HW,H,W
31,attractive,20250301_1836_Striking Facial Beauty_simple_compose_01jnabd8wge8zbgcdjeg6kgjsv.mp4,0.7814024686813354,0.8539284467697144,0.7187763452529907,0.8369181752204895,0.7954561114311218,0.9019135236740112,0.8004400134086609,0.9247704744338988,0.7210462093353271,WW,W,W
32,attractive,20250301_1836_Striking Gaze Transformation_simple_compose_01jnabd2kkeetr7261rasv75vh.mp4,0.8037438988685608,0.9078811407089232,0.7412908673286438,0.8983068466186523,0.8316388130187988,0.9477641582489014,0.8099625110626221,0.9465649724006652,0.7709458470344543,HW,H,W
33,attractive,20250301_1837_Captivating Gaze Shift_simple_compose_01jnabf3tmek58c65bam7kja0s.mp4,0.7865006923675537,0.8928033709526062,0.7272159457206726,0.8704426884651184,0.8171859383583069,0.9311752915382384,0.7840074300765991,0.9265713691711426,0.7895561456680298,HW,H,W
34,attractive,20250301_1837_Captivating Portrait Moment_simple_compose_01jnabf6p9fj0vn39xp32phrev.mp4,0.8191189765930176,0.9084065556526184,0.7670672535896301,0.882837176322937,0.8262114524841309,0.9436010122299194,0.8161692023277283,0.939261555671692,0.8037629723548889,HW,H,W
35,attractive,20250301_1837_Charming Close-Up Portrait_simple_compose_01jnabeyx2fb5v6m05jnzv6zac.mp4,0.8129101991653442,0.9248363971710204,0.7281366586685181,0.8829125165939331,0.8220849633216858,0.9480201005935668,0.8196123242378235,0.9575964212417604,0.7973002791404724,WW,W,W
36,attractive,20250301_1837_Elegant Expressions_simple_compose_01jnabdxwneg6sz027yqhw3b12.mp4,0.8107286095619202,0.9227641820907592,0.7485193610191345,0.8837196230888367,0.8170609474182129,0.9356857538223268,0.8097299933433533,0.9515919089317322,0.8005737662315369,WW,W,W
37,attractive,20250301_1837_Radiant Smile Portrait_simple_compose_01jnabf0c7exkvvqcjy339p312.mp4,0.8544883728027344,0.9274537563323976,0.735289990901947,0.8614882230758667,0.8202669024467468,0.9145058393478394,0.8239500522613525,0.9259753227233888,0.812075674533844,AW,A,W
38,attractive,20250301_1837_Striking Poise_simple_compose_01jnabf71cejybz6znsekdn5jk.mp4,0.7788373231887817,0.8884811997413635,0.7176302075386047,0.8604496121406555,0.7944410443305969,0.9140734672546388,0.7737417221069336,0.9247930645942688,0.7856660485267639,WW,W,W
39,attractive,20250301_1837_Warm Smile Highlights_simple_compose_01jnabd9d8f6nbfn8wd1avbfjy.mp4,0.8554772734642029,0.9122964143753052,0.7645634412765503,0.8693435788154602,0.856900691986084,0.9192028045654296,0.8506268858909607,0.9165335297584534,0.8892988562583923,HW,H,W
40,humorous,20250215_1617_Comedic Grin Close-Up_simple_compose_01jm61ws12ey2ajvcvj29aaa25.mp4,0.7124548554420471,0.6950933933258057,0.6515018939971924,0.6764792203903198,0.7743421196937561,0.7270432114601135,0.7668231725692749,0.7283692359924316,0.7353224158287048,HM,H,M
41,humorous,20250215_1618_Mischievous Expressive Close-Up_simple_compose_01jm61x25rfrfae51fmt8c05n3.mp4,0.7819985747337341,0.7455196976661682,0.6673893332481384,0.7181704044342041,0.8146874308586121,0.7899250388145447,0.8056527972221375,0.7676869630813599,0.752328097820282,HM,H,M
42,humorous,20250215_1618_Mischievous Grin_simple_compose_01jm61wyc1erwbt1qs2e27tsr6.mp4,0.8222584128379822,0.7917445302009583,0.732469916343689,0.7717258930206299,0.8405648469924927,0.8202163577079773,0.8420990705490112,0.8082582354545593,0.7892459034919739,WM,W,M
43,humorous,20250215_1618_Playful Expressions_simple_compose_01jm61x4s6egk9h3tzetqz8t2w.mp4,0.8292263746261597,0.8427437543869019,0.7156099081039429,0.7916802167892456,0.8231284618377686,0.8638620972633362,0.8166112303733826,0.8558863997459412,0.8177067637443542,HW,H,W
44,humorous,20250215_1618_Playful Wink_simple_compose_01jm61x347ftg9yanfhzmdaq9h.mp4,0.7568557858467102,0.7117741703987122,0.6850548982620239,0.7026638388633728,0.8015792369842529,0.7521672248840332,0.7950794100761414,0.7441938519477844,0.7467502951622009,HM,H,M
45,humorous,20250215_1631_Expressive Comic Faces_simple_compose_01jm62n73demprhzyhjnf1eann.mp4,0.795332133769989,0.7844998836517334,0.6895488500595093,0.7631179094314575,0.8190939426422119,0.8246573209762573,0.8020572662353516,0.8015546202659607,0.7818236351013184,HW,H,W
46,humorous,20250223_1634_Comedic Expressions_simple_compose_01jmtp02b4fe292tere89sfe7n.mp4,0.7956041693687439,0.7570443749427795,0.6982007026672363,0.7377731204032898,0.8154997229576111,0.7967614531517029,0.8136160969734192,0.7838926911354065,0.7701548933982849,HM,H,M
47,humorous,20250223_1634_Comedic Facial Expressions_simple_compose_01jmtnzxtwfv2bf8fez59x86db.mp4,0.795073926448822,0.7391865849494934,0.7159735560417175,0.7187131643295288,0.8146923184394836,0.7661023139953613,0.8456019163131714,0.7719979286193848,0.7696817517280579,WM,W,M
48,humorous,20250223_1634_Playful Expressions_simple_compose_01jmtnzz9jfms920fty6qe6rs6.mp4,0.8496631383895874,0.7818112969398499,0.7331152558326721,0.762559175491333,0.8825997710227966,0.8089448809623718,0.8880733251571655,0.8053889274597168,0.7889933586120605,WM,W,M
49,humorous,20250223_1634_Playful Expressions_simple_compose_01jmtp0285fa8vqgsmpxm0cdxx.mp4,0.8188012838363647,0.7889515161514282,0.7113102078437805,0.7670600414276123,0.850693941116333,0.8300410509109497,0.8326153755187988,0.8083502650260925,0.7794135212898254,HM,H,M
50,humorous,20250223_1634_Playful Laughter Unveiled_simple_compose_01jmtnzxfafrvvf9yctw6xw4yz.mp4,0.8301736116409302,0.7998588681221008,0.7543678879737854,0.772858202457428,0.8508020043373108,0.8204385042190552,0.8952122330665588,0.8304221630096436,0.8145139813423157,WM,W,M
51,humorous,20250225_2102_Comedic Facial Expressions_simple_compose_01jn0a4enme4m8dwqx96hj0m0e.mp4,0.7759822010993958,0.7433426380157471,0.693268358707428,0.7403836250305176,0.7997208833694458,0.7794337272644043,0.7997785806655884,0.7638949751853943,0.7477024793624878,WM,W,M
52,humorous,20250225_2102_Comically Expressive Face_simple_compose_01jn0a4bx0f5qa0rvsn4p4fhfr.mp4,0.8036678433418274,0.7733954191207886,0.7057066559791565,0.750114381313324,0.8296520709991455,0.7963402271270752,0.8184110522270203,0.7814244031906128,0.8252589106559753,HM,H,M
53,humorous,20250225_2102_Playful Expression Close-Up_simple_compose_01jn0a5bh9ebdv25vty5khpfdr.mp4,0.7982801198959351,0.7532421946525574,0.7014514803886414,0.735381543636322,0.8291221261024475,0.7985413074493408,0.8361140489578247,0.7881447076797485,0.7584256529808044,WM,W,M
54,humorous,20250225_2102_Playful Mischief Face_simple_compose_01jn0a4myaf6vrjz2pj7jn63c0.mp4,0.7487936615943909,0.6769018769264221,0.6456208825111389,0.6591910123825073,0.7517514228820801,0.6852007508277893,0.7537139654159546,0.6795939803123474,0.7386937737464905,WM,W,M
55,humorous,20250225_2102_Playful Wink & Grin_simple_compose_01jn0a4jhpf3gtzeaf50pwr53z.mp4,0.8368533253669739,0.7588566541671753,0.7413375377655029,0.7482458353042603,0.8913249969482422,0.7990959286689758,0.8858348727226257,0.7863444089889526,0.7459253668785095,HM,H,M
56,humorous,20250225_2103_Playful Expressions_simple_compose_01jn0a7k77eejatd5xrecqzea3.mp4,0.758235514163971,0.7430954575538635,0.6718987822532654,0.7208949327468872,0.7771844267845154,0.785895049571991,0.7729172706604004,0.7703427076339722,0.7606773376464844,HW,H,W
57,humorous,20250225_2103_Playful Expressions_simple_compose_01jn0a7qrtfdc8b649qv9m2b0j.mp4,0.7320980429649353,0.6763244867324829,0.750514805316925,0.7466999888420105,0.7265967130661011,0.7014502882957458,0.7057780623435974,0.682981550693512,0.7003076076507568,BM,B,M
58,humorous,20250225_2104_Comedic Expressions Unleashed_simple_compose_01jn0a7rd9ehhrbh3x9jkw4p6b.mp4,0.7796146273612976,0.684895932674408,0.721876323223114,0.6810959577560425,0.8323761820793152,0.7213002443313599,0.8261933922767639,0.7108504176139832,0.7271137237548828,HM,H,M
59,humorous,20250225_2104_Playful Expressive Charm_simple_compose_01jn0a7s35e55rsdtwx3e97r26.mp4,0.8188138604164124,0.7471058964729309,0.7042688131332397,0.7193008065223694,0.8330833911895752,0.7770841121673584,0.823488175868988,0.757413387298584,0.7405308485031128,HM,H,M
60,humorous,20250225_2104_Playful Wink_simple_compose_01jn0a7tmtfm88ef63e78nhyam.mp4,0.8687357306480408,0.839796781539917,0.7686811685562134,0.8135228753089905,0.8957075476646423,0.8613352179527283,0.8715408444404602,0.847856879234314,0.8384467363357544,HM,H,M
61,humorous,20250225_2105_Mischievous Grin Unveiled_simple_compose_01jn0aa1t6eshrnmv3w8vpx7ef.mp4,0.8141188025474548,0.7378256916999817,0.733276903629303,0.724224328994751,0.8622167110443115,0.7770010232925415,0.8561899065971375,0.7629414200782776,0.7484315037727356,HM,H,M
62,humorous,20250225_2105_Playful Expression_simple_compose_01jn0aa4mefmmtk8wk017m4ee8.mp4,0.8328404426574707,0.7898345589637756,0.7213651537895203,0.7614197731018066,0.8561078906059265,0.8226706981658936,0.856350302696228,0.813366711139679,0.7706653475761414,WM,W,M
63,humorous,20250225_2105_Playful Mischievous Grin_simple_compose_01jn0a9n7xf5haqrzpnwms3n5d.mp4,0.8302122354507446,0.8014829158782959,0.7406513690948486,0.7723687291145325,0.8543035984039307,0.821376383304596,0.8522584438323975,0.8211334943771362,0.8119918704032898,HM,H,M
64,humorous,20250225_2105_Playful Wink_simple_compose_01jn0a9q9dech9q63ev3eqthyt.mp4,0.7773939967155457,0.7066599130630493,0.6706408858299255,0.6950634121894836,0.7910397052764893,0.7459983229637146,0.7951096892356873,0.7396432757377625,0.6958041191101074,WM,W,M
65,humorous,20250225_2105_Playful Wink_simple_compose_01jn0aa5hrfrntgd8ttr5fjvjp.mp4,0.8065703511238098,0.7607597708702087,0.7100360989570618,0.7410299181938171,0.8204368948936462,0.7850244045257568,0.837493896484375,0.7818552851676941,0.7730206251144409,WM,W,M
66,humorous,20250225_2106_Charming Playful Expressions_simple_compose_01jn0ad2pyffxr6yzdt6753wdp.mp4,0.8097462058067322,0.7340522408485413,0.8219169974327087,0.7753824591636658,0.8362273573875427,0.7717813849449158,0.8055079579353333,0.7408691048622131,0.708199143409729,HM,H,M
67,humorous,20250225_2106_Comical Expressions Unleashed_simple_compose_01jn0ad01mfsevaesv11xbj4bp.mp4,0.8215330243110657,0.7683553099632263,0.7112802267074585,0.7424848079681396,0.8534660935401917,0.8015141487121582,0.8521868586540222,0.7897058725357056,0.7775402069091797,HM,H,M
68,humorous,20250225_2107_Expressive Comedic Expressions_simple_compose_01jn0ad8sde5nrz2kmtk887xrt.mp4,0.7999683022499084,0.7663398385047913,0.6962244510650635,0.776600182056427,0.8133710622787476,0.8120429515838623,0.795603334903717,0.792789876461029,0.7464520335197449,HM,H,M
69,humorous,20250225_2108_Playful Expressions_simple_compose_01jn0ag30zfm7vaxyr2pqkgmy5.mp4,0.8038557767868042,0.7514492273330688,0.697666585445404,0.7260577082633972,0.8132529258728027,0.7799401879310608,0.850684404373169,0.7878298163414001,0.7603940367698669,WM,W,M
70,humorous,20250301_1839_Cheeky Wink_simple_compose_01jnabhdgtfcjtwv43caw3w5bf.mp4,0.7884305715560913,0.725549042224884,0.6976261138916016,0.7097007632255554,0.7952086329460144,0.7577336430549622,0.828008770942688,0.7636075615882874,0.7168508768081665,WM,W,M
71,humorous,20250301_1839_Expressive Comedic Grin_simple_compose_01jnabhg5mfqxs6y9c993hjc3g.mp4,0.7525920867919922,0.7101436257362366,0.6901727318763733,0.7115367650985718,0.8020646572113037,0.7467686533927917,0.7916253805160522,0.7447363138198853,0.7265827655792236,HM,H,M
72,humorous,20250301_1839_Playful Expressions_simple_compose_01jnabj6kkees9s7dna1h83nx7.mp4,0.8269959092140198,0.7679145932197571,0.7047198414802551,0.7543436288833618,0.8495100736618042,0.812486469745636,0.8253957033157349,0.7818225026130676,0.7359273433685303,HM,H,M
73,humorous,20250301_1839_Playful Grin and Wink_simple_compose_01jnabhdz8f3n8whsmsnmnreme.mp4,0.7435601353645325,0.691709041595459,0.6972646117210388,0.6942121386528015,0.8261411786079407,0.7188563942909241,0.8151264786720276,0.7223184108734131,0.7237995266914368,HM,H,M
74,humorous,20250301_1839_Playful Wink_simple_compose_01jnabhe1tfqytnvre92g6x1ct.mp4,0.7501401305198669,0.6788728833198547,0.677008867263794,0.6734246015548706,0.7794219851493835,0.7152073979377747,0.8081933856010437,0.7210115790367126,0.7120687365531921,WM,W,M
75,humorous,20250301_1840_Hilarious Facial Expressions_simple_compose_01jnabkfzxfbass9198vzcc44x.mp4,0.7923000454902649,0.7262082099914551,0.7085065245628357,0.6857327818870544,0.8146827220916748,0.7489712238311768,0.8528488278388977,0.7529677748680115,0.7400492429733276,WM,W,M
76,humorous,20250301_1840_Humorous Expressions Close-Up_simple_compose_01jnabkameenh9acc0y2337260.mp4,0.783616304397583,0.7271393537521362,0.6729611158370972,0.710353434085846,0.7888078093528748,0.7565609216690063,0.8016854524612427,0.7536441683769226,0.737369179725647,WM,W,M
77,humorous,20250301_1840_Playful Comedic Expressions_simple_compose_01jnabkee2ev3s4d3r5snbarjq (1).mp4,0.8536378741264343,0.7958288192749023,0.7566214203834534,0.7687931656837463,0.8652300238609314,0.8244401216506958,0.8845114707946777,0.8254154324531555,0.749582052230835,WM,W,M
78,humorous,20250301_1840_Playful Comedic Expressions_simple_compose_01jnabkee2ev3s4d3r5snbarjq.mp4,0.8536378741264343,0.7958288192749023,0.7566214203834534,0.7687931656837463,0.8652300238609314,0.8244401216506958,0.8845114707946777,0.8254154324531555,0.749582052230835,WM,W,M
79,humorous,20250301_1840_Playful Expressions_simple_compose_01jnabkm7yfazba4t9t4465kjw.mp4,0.7833905816078186,0.7459890842437744,0.6979122161865234,0.7394259572029114,0.8055716753005981,0.7935792207717896,0.8253733515739441,0.8003156781196594,0.7516721487045288,WM,W,M
80,liar,20250219_2046_Deceptive Expressions Revealed_simple_compose_01jmgtvqa3f54rbezgye6c9b1h.mp4,0.8574021458625793,0.8345102667808533,0.763107419013977,0.7980595231056213,0.8742361068725586,0.8690590858459473,0.8665093779563904,0.8677117824554443,0.8045288920402527,HM,H,M
81,liar,20250219_2046_Deceptive Expressions_simple_compose_01jmgtvks3esdt8vmpe0g675km.mp4,0.8192759156227112,0.8240109086036682,0.7649730443954468,0.7916290163993835,0.8418429493904114,0.8105910420417786,0.8350082635879517,0.8145951628684998,0.8995904922485352,random,r,a
82,liar,20250219_2046_Deceptive Glance Scene_simple_compose_01jmgtv5hzfebvxadcq7kg87qd.mp4,0.848555862903595,0.8658154010772705,0.7492901086807251,0.8415500521659851,0.8584518432617188,0.8936827778816223,0.8747076988220215,0.909676730632782,0.8114445805549622,WW,W,W
83,liar,20250219_2047_Tension Beneath the Surface_simple_compose_01jmgtw42xeshtgk4r4n0ywc0z.mp4,0.8323302865028381,0.8580924272537231,0.7617751955986023,0.8578824996948242,0.8484833240509033,0.8803955316543579,0.8523205518722534,0.9037774801254272,0.7749181985855103,WW,W,W
84,liar,20250225_1547_Uneasy Expressions_simple_compose_01jmzr4xc9ea4t5rkdppqf5m40.mp4,0.8560684323310852,0.7842065691947937,0.737474262714386,0.756518542766571,0.8505615592002869,0.798992931842804,0.8859431147575378,0.8142832517623901,0.7565016150474548,WM,W,M
85,liar,20250225_1548_Nervous Deception_simple_compose_01jmzr6a8wehata7qhv68gz7zp.mp4,0.863490104675293,0.8849139213562012,0.7549586296081543,0.8368673324584961,0.8530763387680054,0.9014539122581482,0.8604282140731812,0.9127218127250672,0.7950142621994019,WW,W,W
86,liar,20250225_1548_Shifty Eyes Deception_simple_compose_01jmzr5bmhej1aejvsg20qr5pw.mp4,0.8235599994659424,0.8588212728500366,0.7420002222061157,0.8220465183258057,0.831151008605957,0.8545441627502441,0.8271096348762512,0.8564682006835938,0.9078995585441588,random,r,a
87,liar,20250225_1548_Shifty Eyes Deception_simple_compose_01jmzr6v0jehbsae44aacz5mjq.mp4,0.875417172908783,0.8666818737983704,0.7535319924354553,0.8236775994300842,0.8829072713851929,0.892751932144165,0.8753870725631714,0.8916680812835693,0.8074745535850525,HW,H,W
88,liar,20250225_1548_Subtle Suspicion_simple_compose_01jmzr5gabfw09acb3w9ykdat2.mp4,0.8599631786346436,0.8560491800308228,0.7825168371200562,0.8344204425811768,0.8540875315666199,0.8575752973556519,0.846512496471405,0.8575388789176941,0.8441107273101807,AM,A,M
89,liar,20250225_1549_Nervous Glance_simple_compose_01jmzr7q42ehjrnxeqr0t0c5m9.mp4,0.8318315148353577,0.7748990058898926,0.7697036266326904,0.7448567152023315,0.9050840735435486,0.8063511252403259,0.8687411546707153,0.7996468544006348,0.758529007434845,HM,H,M
90,liar,20250225_1549_Subtle Deceit_simple_compose_01jmzr714ee10t6d59zrdjyvtx.mp4,0.8224695920944214,0.9000807404518127,0.7571722269058228,0.8627526760101318,0.8370558619499207,0.9263996481895448,0.8362197279930115,0.941159188747406,0.8103376626968384,WW,W,W
91,liar,20250225_1549_Subtle Unease Revealed_simple_compose_01jmzr74mffkmtgxz2yb1rm316.mp4,0.8552629947662354,0.9012476801872252,0.7885279655456543,0.8702996373176575,0.8568105101585388,0.9097769260406494,0.8586382865905762,0.9153366088867188,0.8589043021202087,WW,W,W
92,liar,20250225_1549_Suspicious Expression_simple_compose_01jmzr6yege39rbtw3k1yfqqgd.mp4,0.891775906085968,0.847383439540863,0.818854808807373,0.8113886117935181,0.8955921530723572,0.8616153001785278,0.8833843469619751,0.8601552844047546,0.7811662554740906,HM,H,M
93,liar,20250225_1550_Deceptive Expression Captured_simple_compose_01jmzr9wnke7vafhv91eh7ptpm.mp4,0.8380998969078064,0.7975944876670837,0.7414947152137756,0.7721144556999207,0.8701013326644897,0.8297836184501648,0.8644188046455383,0.8322910666465759,0.7023568153381348,HM,H,M
94,liar,20250225_1550_Shifty Expressions_simple_compose_01jmzr9pqpfekttwzw1c5qgjt3.mp4,0.8719934821128845,0.8260072469711304,0.7697094678878784,0.7766979932785034,0.8898350596427917,0.8413218259811401,0.8987773656845093,0.8436548113822937,0.8274747133255005,WM,W,M
95,liar,20250225_1550_Shifty Eyes_simple_compose_01jmzr9jevfaraysr5f129mhrs.mp4,0.8540120720863342,0.8492150902748108,0.7405169010162354,0.7943522334098816,0.8363826870918274,0.8545457720756531,0.8261950612068176,0.8538667559623718,0.7578464150428772,HW,H,W
96,liar,20250225_1550_Shifty Glance_simple_compose_01jmzr9d4wfz0ays9dpccwbkt1.mp4,0.8649733662605286,0.8624424934387207,0.7368729710578918,0.8200160264968872,0.8553029298782349,0.8911687731742859,0.8543246984481812,0.8870235085487366,0.7826159000396729,HW,H,W
